Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
Blue,4,7270000000000,7930000000000,10,2
Blue,4,7270000000000,7930000000000,11,0
Blue,4,7270000000000,7930000000000,12,0
Blue,4,7270000000000,7930000000000,13,3
Blue,4,7270000000000,7930000000000,14,0
Blue,4,7270000000000,7930000000000,15,0
Blue,4,7270000000000,7930000000000,16,0
Blue,4,7270000000000,7930000000000,17,1
Blue,4,7270000000000,7930000000000,18,3
Blue,4,7270000000000,7930000000000,19,0
Blue,4,7270000000000,7930000000000,20,0
Blue,4,7270000000000,7930000000000,21,0
Blue,4,7270000000000,7930000000000,22,1
Blue,4,7270000000000,7930000000000,23,1
Blue,4,7270000000000,7930000000000,24,0
Blue,4,7270000000000,7930000000000,25,0
Blue,4,7270000000000,7930000000000,26,0
Blue,4,7270000000000,7930000000000,27,1
Blue,4,7270000000000,7930000000000,28,0
Blue,4,7270000000000,7930000000000,29,0
Blue,4,7270000000000,7930000000000,30,0
Blue,4,7270000000000,7930000000000,31,0
Blue,4,7270000000000,7930000000000,32,0
Blue,4,7270000000000,7930000000000,33,0
Blue,4,7270000000000,7930000000000,34,1
Blue,4,7270000000000,7930000000000,35,1
Blue,4,7270000000000,7930000000000,36,0
Blue,4,7270000000000,7930000000000,37,0
Blue,4,7270000000000,7930000000000,38,0
Blue,4,7270000000000,7930000000000,39,0
Blue,4,7270000000000,7930000000000,40,0
Blue,4,7270000000000,7930000000000,41,0
Blue,4,7270000000000,7930000000000,42,1
Blue,4,7270000000000,7930000000000,43,0
Blue,4,7270000000000,7930000000000,44,1
Blue,4,7270000000000,7930000000000,45,0
Blue,4,7270000000000,7930000000000,46,0
Blue,4,7270000000000,7930000000000,47,0
Blue,4,7270000000000,7930000000000,48,0
Blue,4,7270000000000,7930000000000,49,0
Blue,4,7270000000000,7930000000000,50,0
Blue,4,7270000000000,7930000000000,51,0
Blue,4,7270000000000,7930000000000,52,0
Blue,4,7270000000000,7930000000000,53,0
Blue,4,7270000000000,7930000000000,54,0
Blue,4,7270000000000,7930000000000,55,0
Blue,4,7270000000000,7930000000000,56,1
Blue,4,7270000000000,7930000000000,57,0
Blue,4,7270000000000,7930000000000,58,0
Blue,4,7270000000000,7930000000000,59,0
Blue,4,7930000000000,8280000000000,0,202
Blue,4,7930000000000,8280000000000,1,9
Blue,4,7930000000000,8280000000000,2,12
Blue,4,7930000000000,8280000000000,3,7
Blue,4,7930000000000,8280000000000,4,2
Blue,4,7930000000000,8280000000000,5,5
Blue,4,7930000000000,8280000000000,6,2
Blue,4,7930000000000,8280000000000,7,11
Blue,4,7930000000000,8280000000000,8,4
Blue,4,7930000000000,8280000000000,9,0
Blue,4,7930000000000,8280000000000,10,3
Blue,4,7930000000000,8280000000000,11,2
Blue,4,7930000000000,8280000000000,12,1
Blue,4,7930000000000,8280000000000,13,0
Blue,4,7930000000000,8280000000000,14,1
Blue,4,7930000000000,8280000000000,15,0
Blue,4,7930000000000,8280000000000,16,0
Blue,4,7930000000000,8280000000000,17,1
Blue,4,7930000000000,8280000000000,18,1
Blue,4,7930000000000,8280000000000,19,1
Blue,4,7930000000000,8280000000000,20,0
Blue,4,7930000000000,8280000000000,21,0
Blue,4,7930000000000,8280000000000,22,0
Blue,4,7930000000000,8280000000000,23,0
Blue,4,7930000000000,8280000000000,24,1
Blue,4,7930000000000,8280000000000,25,0
Blue,4,7930000000000,8280000000000,26,0
Blue,4,7930000000000,8280000000000,27,0
Blue,4,7930000000000,8280000000000,28,0
Blue,4,7930000000000,8280000000000,29,0
Blue,4,7930000000000,8280000000000,30,0
Blue,4,7930000000000,8280000000000,31,1
Blue,4,7930000000000,8280000000000,32,0
Blue,4,7930000000000,8280000000000,33,1
Blue,4,7930000000000,8280000000000,34,0
Blue,4,7930000000000,8280000000000,35,0
Blue,4,7930000000000,8280000000000,36,0
Blue,4,7930000000000,8280000000000,37,0
Blue,4,7930000000000,8280000000000,38,0
Blue,4,7930000000000,8280000000000,39,0
Blue,4,7930000000000,8280000000000,40,0
Blue,4,7930000000000,8280000000000,41,0
Blue,4,7930000000000,8280000000000,42,0
Blue,4,7930000000000,8280000000000,43,0
Blue,4,7930000000000,8280000000000,44,0
Blue,4,7930000000000,8280000000000,45,0
Blue,4,7930000000000,8280000000000,46,0
Blue,4,7930000000000,8280000000000,47,0
Blue,4,7930000000000,8280000000000,48,0
Blue,4,7930000000000,8280000000000,49,0
Blue,4,7930000000000,8280000000000,50,0
Blue,4,7930000000000,8280000000000,51,0
Blue,4,7930000000000,8280000000000,52,0
Blue,4,7930000000000,8280000000000,53,0
Blue,4,7930000000000,8280000000000,54,0
Blue,4,7930000000000,8280000000000,55,0
Blue,4,7930000000000,8280000000000,56,0
Blue,4,7930000000000,8280000000000,57,0
Blue,4,7930000000000,8280000000000,58,0
Blue,4,7930000000000,8280000000000,59,0
Blue,4,8280000000000,9030000000000,0,205
Blue,4,8280000000000,9030000000000,1,15
Blue,4,8280000000000,9030000000000,2,6
Blue,4,8280000000000,9030000000000,3,4
Blue,4,8280000000000,9030000000000,4,6
Blue,4,8280000000000,9030000000000,5,7
Blue,4,8280000000000,9030000000000,6,4
Blue,4,8280000000000,9030000000000,7,5
Blue,4,8280000000000,9030000000000,8,0
Blue,4,8280000000000,9030000000000,9,3
Blue,4,8280000000000,9030000000000,10,5
Blue,4,8280000000000,9030000000000,11,1
Blue,4,8280000000000,9030000000000,12,1
Blue,4,8280000000000,9030000000000,13,0
Blue,4,8280000000000,9030000000000,14,0
Blue,4,8280000000000,9030000000000,15,1
Blue,4,8280000000000,9030000000000,16,0
Blue,4,8280000000000,9030000000000,17,0
Blue,4,8280000000000,9030000000000,18,2
Blue,4,8280000000000,9030000000000,19,0
Blue,4,8280000000000,9030000000000,20,0
Blue,4,8280000000000,9030000000000,21,1
Blue,4,8280000000000,9030000000000,22,0
Blue,4,8280000000000,9030000000000,23,0
Blue,4,8280000000000,9030000000000,24,0
Blue,4,8280000000000,9030000000000,25,0
Blue,4,8280000000000,9030000000000,26,0
Blue,4,8280000000000,9030000000000,27,0
Blue,4,8280000000000,9030000000000,28,0
Blue,4,8280000000000,9030000000000,29,1
Blue,4,8280000000000,9030000000000,30,0
Blue,4,8280000000000,9030000000000,31,0
Blue,4,8280000000000,9030000000000,32,0
Blue,4,8280000000000,9030000000000,33,0
Blue,4,8280000000000,9030000000000,34,0
Blue,4,8280000000000,9030000000000,35,0
Blue,4,8280000000000,9030000000000,36,0
Blue,4,8280000000000,9030000000000,37,0
Blue,4,8280000000000,9030000000000,38,0
Blue,4,8280000000000,9030000000000,39,0
Blue,4,8280000000000,9030000000000,40,0
Blue,4,8280000000000,9030000000000,41,0
Blue,4,8280000000000,9030000000000,42,0
Blue,4,8280000000000,9030000000000,43,0
Blue,4,8280000000000,9030000000000,44,0
Blue,4,8280000000000,9030000000000,45,0
Blue,4,8280000000000,9030000000000,46,0
Blue,4,8280000000000,9030000000000,47,0
Blue,4,8280000000000,9030000000000,48,0
Blue,4,8280000000000,9030000000000,49,0
Blue,4,8280000000000,9030000000000,50,0
Blue,4,8280000000000,9030000000000,51,0
Blue,4,8280000000000,9030000000000,52,0
Blue,4,8280000000000,9030000000000,53,0
Blue,4,8280000000000,9030000000000,54,0
Blue,4,8280000000000,9030000000000,55,0
Blue,4,8280000000000,9030000000000,56,0
Blue,4,8280000000000,9030000000000,57,0
Blue,4,8280000000000,9030000000000,58,0
Blue,4,8280000000000,9030000000000,59,0
Blue,4,9030000000000,9840000000000,0,203
Blue,4,9030000000000,9840000000000,1,12
Blue,4,9030000000000,9840000000000,2,7
Blue,4,9030000000000,9840000000000,3,11
Blue,4,9030000000000,9840000000000,4,1
Blue,4,9030000000000,9840000000000,5,4
Blue,4,9030000000000,9840000000000,6,5
Blue,4,9030000000000,9840000000000,7,5
Blue,4,9030000000000,9840000000000,8,0
Blue,4,9030000000000,9840000000000,9,5
Blue,4,9030000000000,9840000000000,10,3
Blue,4,9030000000000,9840000000000,11,0
Blue,4,9030000000000,9840000000000,12,1
Blue,4,9030000000000,9840000000000,13,0
Blue,4,9030000000000,9840000000000,14,0
Blue,4,9030000000000,9840000000000,15,0
Blue,4,9030000000000,9840000000000,16,1
Blue,4,9030000000000,9840000000000,17,1
Blue,4,9030000000000,9840000000000,18,0
Blue,4,9030000000000,9840000000000,19,1
Blue,4,9030000000000,9840000000000,20,0
Blue,4,9030000000000,9840000000000,21,1
Blue,4,9030000000000,9840000000000,22,1
Blue,4,9030000000000,9840000000000,23,0
Blue,4,9030000000000,9840000000000,24,1
Blue,4,9030000000000,9840000000000,25,2
Blue,4,9030000000000,9840000000000,26,0
Blue,4,9030000000000,9840000000000,27,0
Blue,4,9030000000000,9840000000000,28,0
Blue,4,9030000000000,9840000000000,29,0
Blue,4,9030000000000,9840000000000,30,0
Blue,4,9030000000000,9840000000000,31,0
Blue,4,9030000000000,9840000000000,32,0
Blue,4,9030000000000,9840000000000,33,0
Blue,4,9030000000000,9840000000000,34,1
Blue,4,9030000000000,9840000000000,35,0
Blue,4,9030000000000,9840000000000,36,0
Blue,4,9030000000000,9840000000000,37,0
Blue,4,9030000000000,9840000000000,38,0
Blue,4,9030000000000,9840000000000,39,1
Blue,4,9030000000000,9840000000000,40,0
Blue,4,9030000000000,9840000000000,41,0
Blue,4,9030000000000,9840000000000,42,0
Blue,4,9030000000000,9840000000000,43,0
Blue,4,9030000000000,9840000000000,44,0
Blue,4,9030000000000,9840000000000,45,0
Blue,4,9030000000000,9840000000000,46,0
Blue,4,9030000000000,9840000000000,47,0
Blue,4,9030000000000,9840000000000,48,0
Blue,4,9030000000000,9840000000000,49,0
Blue,4,9030000000000,9840000000000,50,0
Blue,4,9030000000000,9840000000000,51,0
Blue,4,9030000000000,9840000000000,52,0
Blue,4,9030000000000,9840000000000,53,0
Blue,4,9030000000000,9840000000000,54,0
Blue,4,9030000000000,9840000000000,55,0
Blue,4,9030000000000,9840000000000,56,0
Blue,4,9030000000000,9840000000000,57,0
Blue,4,9030000000000,9840000000000,58,0
Blue,4,9030000000000,9840000000000,59,0
Blue,4,9840000000000,10500000000000,0,205
Blue,4,9840000000000,10500000000000,1,15
Blue,4,9840000000000,10500000000000,2,8
Blue,4,9840000000000,10500000000000,3,11
Blue,4,9840000000000,10500000000000,4,3
Blue,4,9840000000000,10500000000000,5,2
Blue,4,9840000000000,10500000000000,6,0
Blue,4,9840000000000,10500000000000,7,9
Blue,4,9840000000000,10500000000000,8,1
Blue,4,9840000000000,10500000000000,9,1
Blue,4,9840000000000,10500000000000,10,2
Blue,4,9840000000000,10500000000000,11,0
Blue,4,9840000000000,10500000000000,12,4
Blue,4,9840000000000,10500000000000,13,1
Blue,4,9840000000000,10500000000000,14,0
Blue,4,9840000000000,10500000000000,15,1
Blue,4,9840000000000,10500000000000,16,0
Blue,4,9840000000000,10500000000000,17,0
Blue,4,9840000000000,10500000000000,18,1
Blue,4,9840000000000,10500000000000,19,0
Blue,4,9840000000000,10500000000000,20,0
Blue,4,9840000000000,10500000000000,21,1
Blue,4,9840000000000,10500000000000,22,0
Blue,4,9840000000000,10500000000000,23,1
Blue,4,9840000000000,10500000000000,24,0
Blue,4,9840000000000,10500000000000,25,0
Blue,4,9840000000000,10500000000000,26,0
Blue,4,9840000000000,10500000000000,27,0
Blue,4,9840000000000,10500000000000,28,0
Blue,4,9840000000000,10500000000000,29,0
Blue,4,9840000000000,10500000000000,30,0
Blue,4,9840000000000,10500000000000,31,0
Blue,4,9840000000000,10500000000000,32,0
Blue,4,9840000000000,10500000000000,33,0
Blue,4,9840000000000,10500000000000,34,0
Blue,4,9840000000000,10500000000000,35,0
Blue,4,9840000000000,10500000000000,36,0
Blue,4,9840000000000,10500000000000,37,0
Blue,4,9840000000000,10500000000000,38,0
Blue,4,9840000000000,10500000000000,39,0
Blue,4,9840000000000,10500000000000,40,0
Blue,4,9840000000000,10500000000000,41,0
Blue,4,9840000000000,10500000000000,42,0
Blue,4,9840000000000,10500000000000,43,0
Blue,4,9840000000000,10500000000000,44,0
Blue,4,9840000000000,10500000000000,45,0
Blue,4,9840000000000,10500000000000,46,0
Blue,4,9840000000000,10500000000000,47,0
Blue,4,9840000000000,10500000000000,48,0
Blue,4,9840000000000,10500000000000,49,0
Blue,4,9840000000000,10500000000000,50,1
Blue,4,9840000000000,10500000000000,51,0
Blue,4,9840000000000,10500000000000,52,0
Blue,4,9840000000000,10500000000000,53,0
Blue,4,9840000000000,10500000000000,54,0
Blue,4,9840000000000,10500000000000,55,0
Blue,4,9840000000000,10500000000000,56,0
Blue,4,9840000000000,10500000000000,57,0
Blue,4,9840000000000,10500000000000,58,0
Blue,4,9840000000000,10500000000000,59,0
Blue,4,10500000000000,11200000000000,0,203
Blue,4,10500000000000,11200000000000,1,20
Blue,4,10500000000000,11200000000000,2,13
Blue,4,10500000000000,11200000000000,3,9
Blue,4,10500000000000,11200000000000,4,3
Blue,4,10500000000000,11200000000000,5,3
Blue,4,10500000000000,11200000000000,6,2
Blue,4,10500000000000,11200000000000,7,1
Blue,4,10500000000000,11200000000000,8,1
Blue,4,10500000000000,11200000000000,9,1
Blue,4,10500000000000,11200000000000,10,0
Blue,4,10500000000000,11200000000000,11,0
Blue,4,10500000000000,11200000000000,12,1
Blue,4,10500000000000,11200000000000,13,0
Blue,4,10500000000000,11200000000000,14,0
Blue,4,10500000000000,11200000000000,15,0
Blue,4,10500000000000,11200000000000,16,0
Blue,4,10500000000000,11200000000000,17,0
Blue,4,10500000000000,11200000000000,18,1
Blue,4,10500000000000,11200000000000,19,1
Blue,4,10500000000000,11200000000000,20,0
Blue,4,10500000000000,11200000000000,21,1
Blue,4,10500000000000,11200000000000,22,2
Blue,4,10500000000000,11200000000000,23,0
Blue,4,10500000000000,11200000000000,24,0
Blue,4,10500000000000,11200000000000,25,0
Blue,4,10500000000000,11200000000000,26,0
Blue,4,10500000000000,11200000000000,27,1
Blue,4,10500000000000,11200000000000,28,0
Blue,4,10500000000000,11200000000000,29,0
Blue,4,10500000000000,11200000000000,30,0
Blue,4,10500000000000,11200000000000,31,1
Blue,4,10500000000000,11200000000000,32,1
Blue,4,10500000000000,11200000000000,33,0
Blue,4,10500000000000,11200000000000,34,0
Blue,4,10500000000000,11200000000000,35,0
Blue,4,10500000000000,11200000000000,36,0
Blue,4,10500000000000,11200000000000,37,0
Blue,4,10500000000000,11200000000000,38,0
Blue,4,10500000000000,11200000000000,39,0
Blue,4,10500000000000,11200000000000,40,0
Blue,4,10500000000000,11200000000000,41,0
Blue,4,10500000000000,11200000000000,42,0
Blue,4,10500000000000,11200000000000,43,0
Blue,4,10500000000000,11200000000000,44,0
Blue,4,10500000000000,11200000000000,45,0
Blue,4,10500000000000,11200000000000,46,0
Blue,4,10500000000000,11200000000000,47,0
Blue,4,10500000000000,11200000000000,48,0
Blue,4,10500000000000,11200000000000,49,1
Blue,4,10500000000000,11200000000000,50,1
Blue,4,10500000000000,11200000000000,51,0
Blue,4,10500000000000,11200000000000,52,0
Blue,4,10500000000000,11200000000000,53,0
Blue,4,10500000000000,11200000000000,54,0
Blue,4,10500000000000,11200000000000,55,0
Blue,4,10500000000000,11200000000000,56,0
Blue,4,10500000000000,11200000000000,57,0
Blue,4,10500000000000,11200000000000,58,0
Blue,4,10500000000000,11200000000000,59,0
Blue,4,11200000000000,12200000000000,0,213
Blue,4,11200000000000,12200000000000,1,14
Blue,4,11200000000000,12200000000000,2,8
Blue,4,11200000000000,12200000000000,3,9
Blue,4,11200000000000,12200000000000,4,4
Blue,4,11200000000000,12200000000000,5,6
Blue,4,11200000000000,12200000000000,6,1
Blue,4,11200000000000,12200000000000,7,2
Blue,4,11200000000000,12200000000000,8,1
Blue,4,11200000000000,12200000000000,9,1
Blue,4,11200000000000,12200000000000,10,4
Blue,4,11200000000000,12200000000000,11,1
Blue,4,11200000000000,12200000000000,12,0
Blue,4,11200000000000,12200000000000,13,0
Blue,4,11200000000000,12200000000000,14,0
Blue,4,11200000000000,12200000000000,15,0
Blue,4,11200000000000,12200000000000,16,1
Blue,4,11200000000000,12200000000000,17,0
Blue,4,11200000000000,12200000000000,18,0
Blue,4,11200000000000,12200000000000,19,0
Blue,4,11200000000000,12200000000000,20,1
Blue,4,11200000000000,12200000000000,21,1
Blue,4,11200000000000,12200000000000,22,0
Blue,4,11200000000000,12200000000000,23,0
Blue,4,11200000000000,12200000000000,24,0
Blue,4,11200000000000,12200000000000,25,0
Blue,4,11200000000000,12200000000000,26,0
Blue,4,11200000000000,12200000000000,27,0
Blue,4,11200000000000,12200000000000,28,0
Blue,4,11200000000000,12200000000000,29,0
Blue,4,11200000000000,12200000000000,30,0
Blue,4,11200000000000,12200000000000,31,0
Blue,4,11200000000000,12200000000000,32,0
Blue,4,11200000000000,12200000000000,33,0
Blue,4,11200000000000,12200000000000,34,0
Blue,4,11200000000000,12200000000000,35,0
Blue,4,11200000000000,12200000000000,36,0
Blue,4,11200000000000,12200000000000,37,0
Blue,4,11200000000000,12200000000000,38,0
Blue,4,11200000000000,12200000000000,39,0
Blue,4,11200000000000,12200000000000,40,0
Blue,4,11200000000000,12200000000000,41,0
Blue,4,11200000000000,12200000000000,42,0
Blue,4,11200000000000,12200000000000,43,0
Blue,4,11200000000000,12200000000000,44,0
Blue,4,11200000000000,12200000000000,45,0
Blue,4,11200000000000,12200000000000,46,0
Blue,4,11200000000000,12200000000000,47,0
Blue,4,11200000000000,12200000000000,48,0
Blue,4,11200000000000,12200000000000,49,0
Blue,4,11200000000000,12200000000000,50,0
Blue,4,11200000000000,12200000000000,51,0
Blue,4,11200000000000,12200000000000,52,0
Blue,4,11200000000000,12200000000000,53,0
Blue,4,11200000000000,12200000000000,54,0
Blue,4,11200000000000,12200000000000,55,0
Blue,4,11200000000000,12200000000000,56,0
Blue,4,11200000000000,12200000000000,57,0
Blue,4,11200000000000,12200000000000,58,0
Blue,4,11200000000000,12200000000000,59,0
Blue,4,12200000000000,13300000000000,0,210
Blue,4,12200000000000,13300000000000,1,17
Blue,4,12200000000000,13300000000000,2,4
Blue,4,12200000000000,13300000000000,3,6
Blue,4,12200000000000,13300000000000,4,5
Blue,4,12200000000000,13300000000000,5,7
Blue,4,12200000000000,13300000000000,6,1
Blue,4,12200000000000,13300000000000,7,2
Blue,4,12200000000000,13300000000000,8,0
Blue,4,12200000000000,13300000000000,9,2
Blue,4,12200000000000,13300000000000,10,5
Blue,4,12200000000000,13300000000000,11,0
Blue,4,12200000000000,13300000000000,12,0
Blue,4,12200000000000,13300000000000,13,1
Blue,4,12200000000000,13300000000000,14,0
Blue,4,12200000000000,13300000000000,15,0
Blue,4,12200000000000,13300000000000,16,0
Blue,4,12200000000000,13300000000000,17,1
Blue,4,12200000000000,13300000000000,18,0
Blue,4,12200000000000,13300000000000,19,1
Blue,4,12200000000000,13300000000000,20,0
Blue,4,12200000000000,13300000000000,21,0
Blue,4,12200000000000,13300000000000,22,1
Blue,4,12200000000000,13300000000000,23,0
Blue,4,12200000000000,13300000000000,24,0
Blue,4,12200000000000,13300000000000,25,0
Blue,4,12200000000000,13300000000000,26,2
Blue,4,12200000000000,13300000000000,27,0
Blue,4,12200000000000,13300000000000,28,0
Blue,4,12200000000000,13300000000000,29,0
Blue,4,12200000000000,13300000000000,30,0
Blue,4,12200000000000,13300000000000,31,0
Blue,4,12200000000000,13300000000000,32,0
Blue,4,12200000000000,13300000000000,33,0
Blue,4,12200000000000,13300000000000,34,0
Blue,4,12200000000000,13300000000000,35,0
Blue,4,12200000000000,13300000000000,36,0
Blue,4,12200000000000,13300000000000,37,0
Blue,4,12200000000000,13300000000000,38,1
Blue,4,12200000000000,13300000000000,39,1
Blue,4,12200000000000,13300000000000,40,0
Blue,4,12200000000000,13300000000000,41,0
Blue,4,12200000000000,13300000000000,42,0
Blue,4,12200000000000,13300000000000,43,0
Blue,4,12200000000000,13300000000000,44,0
Blue,4,12200000000000,13300000000000,45,0
Blue,4,12200000000000,13300000000000,46,0
